name,rating,genre,country,budget,gross
Child's Play,R,Fantasy,United States,9000000,44196684
Twins,PG,Comedy,United States,15000000,216614388
The Naked Gun: from the Files of Police Squad!,PG-13,Comedy,United States,12000000,78756177
The Great Outdoors,PG,Comedy,United States,24000000,43455230
Cocktail,R,Comedy,United States,20000000,171504781
My Neighbor Totoro,G,Animation,Japan,3700000,30550920
Young Guns,R,Action,United States,13000000,45661556
Working Girl,R,Comedy,United States,28000000,102953112
The Last Temptation of Christ,R,Drama,Canada,7000000,8865702
Married to the Mob,R,Comedy,United States,10000000,21486757
The Land Before Time,G,Animation,United States,12500000,84460846
Rambo III,R,Action,United States,63000000,189015611
The Accused,R,Crime,Canada,13000000,32078318
Dangerous Liaisons,R,Drama,United States,14000000,34670720
Hairspray,PG,Comedy,United States,2000000,6673032
Dead Ringers,R,Drama,Canada,13000000,8038508
Bull Durham,R,Comedy,United States,7000000,50888729
The Unbearable Lightness of Being,R,Drama,Sweden,17000000,10006806
The Blob,R,Horror,United States,19000000,8247943
Beaches,PG-13,Comedy,United States,20000000,57041866
Red Heat,R,Action,United States,29000000,34994648
A Nightmare on Elm Street 4: The Dream Master,R,Horror,United States,13000000,49369899
The Adventures of Baron Munchausen,PG,Adventure,United Kingdom,46630000,8083123
Halloween 4: The Return of Michael Myers,R,Horror,United States,5000000,17768757
Mac and Me,PG,Adventure,United States,13000000,6424112
Above the Law,R,Action,United States,7500000,18869631
Scrooged,PG-13,Comedy,United States,32000000,60329001
The Dead Pool,R,Action,United States,31000000,37903295
I'm Gonna Git You Sucka,R,Action,United States,3000000,13030057
License to Drive,PG-13,Comedy,United States,8000000,22433275
Frantic,R,Crime,France,20000000,17637950
Colors,R,Action,United States,6000000,46616067
My Stepmother Is an Alien,PG-13,Comedy,United States,20000000,13854000
A Cry in the Dark,PG-13,Biography,Australia,15000000,6908797
The Lair of the White Worm,R,Comedy,United Kingdom,2500000,1189315
High Spirits,PG-13,Comedy,Ireland,17000000,8578231
Return of the Living Dead II,R,Comedy,United States,6200000,9205924
Eight Men Out,PG,Drama,United States,6000000,5680515
Maniac Cop,R,Action,United States,1100000,671382
She's Having a Baby,PG-13,Comedy,United States,20000000,16031707
Tequila Sunrise,R,Crime,United States,23000000,41292551
Night of the Demons,R,Comedy,United States,1200000,3109904
Biloxi Blues,PG-13,Comedy,United States,20000000,51684798
Cocoon: the Return,PG,Adventure,United States,17500000,25024919
Waxwork,R,Comedy,United States,3000000,808114
Funny Farm,PG,Comedy,United States,19000000,25537221
Fright Night Part 2,R,Comedy,United States,7500000,2983784
Caddyshack II,PG,Comedy,United States,20000000,11798302
School Daze,R,Comedy,United States,6500000,14545844
Short Circuit 2,PG,Comedy,United States,15000000,21630088
The Serpent and the Rainbow,R,Fantasy,United States,7000000,19595031
Monkey Shines,R,Drama,United States,7000000,5344577
Phantasm II,R,Action,United States,3000000,7282851
Tucker: The Man and His Dream,PG,Biography,United States,23000000,19652638
Action Jackson,R,Action,United States,7000000,20256975
"Bright Lights, Big City",R,Drama,United States,25000000,16118077
Shoot to Kill,R,Action,United States,15000000,29300090
The Beast of War,R,Adventure,United States,8000000,161004
Gorillas in the Mist,PG-13,Biography,United States,22000000,61149479
Alien Nation,R,Action,United States,16000000,32155047
Betrayed,R,Crime,Japan,19000000,25816139
Appointment with Death,PG,Crime,United States,6000000,960040
Critters 2,PG-13,Comedy,United States,4500000,3813293
Talk Radio,R,Drama,United States,4000000,3468572
The Milagro Beanfield War,R,Comedy,United States,22000000,13825794
Fresh Horses,PG-13,Drama,United States,14000000,6640346
Bird,R,Biography,United States,9000000,2181286
Punchline,R,Comedy,United States,15000000,21042667
Little Nikita,PG,Drama,United States,15000000,1733070
Vibes,PG,Adventure,United States,18000000,1883811
Red Scorpion,R,Action,United States,16000000,4192440
Rocket Gibraltar,PG,Drama,United States,3000000,187349
Memories of Me,PG-13,Comedy,United States,12000000,3965604
The Couch Trip,R,Comedy,United States,19000000,11005304
Bad Dreams,R,Horror,United States,4000000,9797098
Another Woman,PG,Drama,United States,10000000,1562749
Sunset,R,Crime,United States,16000000,4594452
Cop,R,Crime,United States,3000000,1984315
Stormy Monday,R,Crime,United Kingdom,4000000,1791328
Switching Channels,PG,Comedy,United States,18000000,9129999
Shakedown,R,Action,United States,6000000,10068039
Everybody's All-American,R,Drama,United States,22000000,12638294
Heartbreak Hotel,PG-13,Comedy,United States,13000000,5509417
Illegally Yours,PG,Comedy,United States,13000000,259019
Ernest Saves Christmas,PG,Comedy,United States,6000000,28202109
Moon Over Parador,PG-13,Comedy,United States,20000000,11444204
Off Limits,R,Action,United States,12000000,7242035
The Good Mother,R,Drama,United States,14000000,4764606
Indiana Jones and the Last Crusade,PG-13,Action,United States,48000000,474171806
Road House,R,Action,United States,17000000,30050028
Batman,PG-13,Action,United States,35000000,411508343
Bill & Ted's Excellent Adventure,PG,Adventure,United States,10000000,40508994
Dead Poets Society,PG,Comedy,United States,16400000,235860116
The Little Mermaid,G,Animation,United States,40000000,211343479
The Abyss,PG-13,Adventure,United States,70000000,90000098
Back to the Future Part II,PG,Adventure,United States,40000000,332500002
Do the Right Thing,R,Comedy,United States,6500000,37295445
"Honey, I Shrunk the Kids",PG,Adventure,United States,18000000,222724172
Turner & Hooch,PG,Comedy,United States,13000000,71079915
"Sex, Lies, and Videotape",R,Drama,United States,1200000,24741667
When Harry Met Sally...,R,Comedy,United States,16000000,93232006
Major League,R,Comedy,United States,11000000,49797148
Steel Magnolias,PG,Comedy,United States,15000000,96759512
Pet Sematary,R,Fantasy,United States,11500000,57470138
Uncle Buck,PG,Comedy,United States,15000000,79258538
Ghostbusters II,PG,Action,United States,37000000,215394738
Tango & Cash,R,Action,United States,55000000,63408614
Born on the Fourth of July,R,Biography,United States,14000000,161001698
Glory,R,Biography,United States,18000000,26979166
Parenthood,PG-13,Comedy,United States,20000000,126297830
Lethal Weapon 2,R,Action,United States,28000000,227853986
National Lampoon's Christmas Vacation,PG-13,Comedy,United States,27000000,73594646
The 'Burbs,PG,Comedy,United States,18000000,49101993
License to Kill,PG-13,Action,United Kingdom,32000000,156167015
Lock Up,R,Action,United States,24000000,22099847
Warlock,R,Action,United States,7000000,9094451
"See No Evil, Hear No Evil",R,Comedy,United States,18000000,46908987
Casualties of War,R,Action,United States,22500000,18671317
The Package,R,Action,United States,18000000,10647219
The War of the Roses,R,Comedy,United States,26000000,160188546
Look Who's Talking,PG-13,Comedy,United States,7500000,296999813
All Dogs Go to Heaven,G,Animation,Ireland,13800000,27100027
Always,PG,Drama,United States,31000000,74134790
Leviathan,R,Adventure,United States,25000000,15704614
Best of the Best,PG-13,Action,United States,5000000,1700000
Dead Calm,R,Horror,Australia,10400000,7825009
Kickboxer,R,Action,United States,1500000,14697005
Black Rain,R,Action,United States,30000000,134212055
Troop Beverly Hills,PG,Adventure,United States,18000000,8508843
Driving Miss Daisy,PG,Drama,United States,7500000,145793296
Drugstore Cowboy,R,Crime,United States,2500000,4729352
A Nightmare on Elm Street 5: The Dream Child,R,Fantasy,United States,6000000,22168359
DeepStar Six,R,Action,United States,8000000,8143225
Sea of Love,R,Crime,United States,19000000,110879513
Skin Deep,R,Comedy,United States,9000000,19674852
K-9,PG-13,Action,United States,17000000,78247647
Lean on Me,PG-13,Drama,United States,10000000,31906454
Henry V,PG-13,Action,United Kingdom,9000000,10161099
Valmont,R,Drama,France,33000000,1132112
Scandal,R,Drama,United Kingdom,7000000,8800000
Shocker,R,Comedy,United States,5000000,16554699
Next of Kin,R,Action,United States,12000000,15942628
Mystery Train,R,Comedy,Japan,2800000,1544973
Blaze,R,Biography,United States,22000000,19131246
The Rainbow,R,Action,United Kingdom,11987578,444055
Gleaming the Cube,PG-13,Action,United States,10000000,2777280
Fletch Lives,PG,Comedy,United States,8000000,39450960
Crimes and Misdemeanors,PG-13,Comedy,United States,19000000,18254702
Let It Ride,PG-13,Comedy,United States,18000000,4973285
Kill Me Again,R,Action,United States,4000000,283694
Chances Are,PG,Comedy,United States,16000000,16278590
The Dream Team,PG-13,Comedy,United States,15000000,28890240
Kinjite: Forbidden Subjects,R,Action,United States,5000000,3416846
New York Stories,PG,Comedy,United States,15000000,10763469
Cousins,PG-13,Comedy,United States,13000000,22026369
Blind Fury,R,Action,United States,10000000,2692037
We're No Angels,PG-13,Comedy,United States,20000000,10555348
Johnny Handsome,R,Crime,United States,20000000,7237794
Fat Man and Little Boy,PG-13,Biography,United States,30000000,3563162
Pink Cadillac,PG-13,Action,United States,19000000,12143484
Robot Jox,PG,Action,United States,10000000,1272977
Stepfather II: Make Room for Daddy,R,Horror,United Kingdom,1500000,1519796
The Big Picture,PG-13,Comedy,United States,5000000,117463
Parents,R,Comedy,Canada,3000000,870532
Dad,PG,Comedy,United States,19000000,27503037
The Horror Show,R,Horror,United States,3000000,1738897
Dead Bang,R,Action,United States,14500000,8125592
Gross Anatomy,PG-13,Drama,United States,8500000,11604598
Renegades,R,Action,United States,16000000,9015164
Farewell to the King,PG-13,Action,United States,20000000,2420917
Immediate Family,PG-13,Drama,United States,14000000,5932613
In Country,R,Drama,United States,18000000,3531971
"Enemies, A Love Story",R,Comedy,United States,9500000,7754571
Relentless,R,Crime,United States,4000000,6985999
The Lemon Sisters,PG-13,Comedy,United States,9000000,3473905
Breaking In,R,Adventure,United States,6000000,1877618
Goodfellas,R,Biography,United States,25000000,46963277
The Godfather: Part III,R,Crime,United States,54000000,136861392
Total Recall,R,Action,United States,65000000,261317921
Pretty Woman,R,Comedy,United States,14000000,463406268
Home Alone,PG,Comedy,United States,18000000,476684675
Ghost,PG-13,Drama,United States,22000000,505703557
Dances with Wolves,PG-13,Adventure,United States,22000000,424208848
Tremors,PG-13,Comedy,United States,11000000,16667084
Die Hard 2,R,Action,United States,70000000,240031274
Misery,R,Drama,United States,20000000,61276872
Kindergarten Cop,PG-13,Action,United States,15000000,201957688
The Bonfire of the Vanities,R,Comedy,United States,47000000,15691192
Teenage Mutant Ninja Turtles,PG,Action,United States,13500000,201965915
Edward Scissorhands,PG-13,Drama,United States,20000000,86024005
The Hunt for Red October,PG,Action,United States,30000000,200512643
Dick Tracy,PG,Action,United States,47000000,162738726
Awakenings,PG-13,Biography,United States,31000000,52096475
Wild at Heart,R,Comedy,United States,9500000,14561425
Predator 2,R,Action,United States,35000000,57120318
RoboCop 2,R,Action,United States,25000000,45681173
Jacob's Ladder,R,Drama,United States,25000000,26118851
Back to the Future Part III,PG,Adventure,United States,40000000,245077583
Darkman,R,Action,United States,14000000,48878502
The Hot Spot,R,Crime,United States,13000000,1293976
Cry-Baby,PG-13,Comedy,United States,11000000,8266343
Presumed Innocent,R,Mystery,United States,22000000,221303188
Arachnophobia,PG-13,Comedy,United States,22000000,53208180
Days of Thunder,PG-13,Action,United States,60000000,157920733
King of New York,R,Crime,Italy,5300000,2554476
Gremlins 2: The New Batch,PG-13,Comedy,United States,50000000,41482207
Rocky V,PG-13,Drama,United States,42000000,119946358
Young Guns II,PG-13,Action,United States,20000000,44143410
Miller's Crossing,R,Crime,United States,14000000,5080409
Revenge,R,Action,United States,22000000,15645616
Mermaids,PG-13,Comedy,United States,20000000,35419397
Child's Play 2,R,Horror,United States,13000000,35763605
Joe Versus the Volcano,PG,Comedy,United States,25000000,39404261
Slacker,R,Comedy,United States,23000,1228108
Flatliners,R,Drama,United States,26000000,61489265
Quigley Down Under,PG-13,Action,Australia,20000000,21413105
Nightbreed,R,Action,United States,11000000,8862354
Lionheart,R,Action,United States,6000000,24271196
Internal Affairs,R,Crime,United States,15000000,27734391
Problem Child,PG,Comedy,United States,10000000,72270891
House Party,R,Comedy,United States,2500000,26385627
Another 48 Hrs.,R,Action,United States,38000000,153518974
Pacific Heights,R,Thriller,United States,18000000,44926706
Postcards from the Edge,R,Comedy,United States,22000000,39071603
Hard to Kill,R,Action,United States,10000000,47410827
The NeverEnding Story II: The Next Chapter,PG,Adventure,Germany,36000000,17373527
Leatherface: Texas Chainsaw Massacre III,R,Horror,United States,2000000,5765562
State of Grace,R,Action,United Kingdom,18000000,1911542
Bird on a Wire,PG-13,Action,United States,20000000,138697012
Memphis Belle,PG-13,Action,United Kingdom,23000000,27441977
The Adventures of Ford Fairlane,R,Action,United States,20000000,21413502
Marked for Death,R,Action,United States,12000000,57968936
Dreams,PG,Drama,Japan,12000000,2970161
Air America,R,Action,United States,35000000,33461269
Class of 1999,R,Action,United States,5200000,2459895
Death Warrant,R,Action,United States,4000000,16853487
Quick Change,R,Comedy,United States,15000000,15260154
The Freshman,PG,Comedy,United States,12000000,21460601
Navy Seals,R,Action,United States,20000000,25069101
The Sheltering Sky,R,Adventure,United Kingdom,25000000,2075084
Dark Angel,R,Action,United States,7000000,4348368
Mo' Better Blues,R,Drama,United States,10000000,16153593
Bad Influence,R,Drama,United States,7000000,12626043
The Rookie,R,Action,United States,10000000,21633874
Green Card,PG-13,Comedy,France,12500000,29888235
Metropolitan,PG-13,Comedy,United States,230000,2960492
Almost an Angel,PG,Comedy,United States,25000000,6939946
Havana,R,Drama,United States,40000000,9645440
